Date,CompanyID,Daily_Return,Trading_Volume,Value_at_Risk,Volatility,Liquidity_Ratio,Environmental_Score,Social_Score,Governance_Score,ESG_Combined_Score,Risk_Category,Compliance_Status,Market_Sentiment
2022-04-11,1,0.0082,1142451,2.761,15.57,135.54,77.04,74.43,73.87,75.11,High,Compliant,Bullish
2022-04-11,2,0.0079,1074411,2.884,15.11,120.09,88.59,90.72,75.19,84.83,Very High,Compliant,Bullish
2022-04-11,3,0.0087,1087738,2.632,16.15,125.98,83.03,80.7,84.94,82.89,Medium,Compliant,Bullish
2022-04-11,4,0.0087,1138565,2.943,17.66,127.72,78.64,92.68,86.62,85.98,Low,Compliant,Bullish
2022-04-11,5,0.0092,1115009,2.762,16.12,128.0,94.09,79.16,83.81,85.69,Low,Compliant,Bullish
2022-04-11,6,0.0083,1060754,2.94,17.63,128.42,89.63,87.84,72.48,83.32,Low,Compliant,Bullish
2022-04-11,7,0.0092,1165962,3.057,17.05,120.97,94.96,92.18,74.45,87.2,Low,Compliant,Bullish
2022-04-11,8,0.0088,1007751,2.679,16.57,128.44,85.86,79.91,89.63,85.13,Medium,Compliant,Neutral
2022-04-11,9,0.0092,1187970,3.117,15.68,127.58,88.94,78.09,72.73,79.92,Medium,Compliant,Bullish
2022-04-11,10,0.0096,998619,2.889,17.95,120.61,80.82,74.38,74.88,76.69,Low,Compliant,Neutral
2022-04-11,11,0.0103,976309,3.116,15.08,140.59,87.71,88.52,81.41,85.88,High,Compliant,Neutral
2022-04-11,12,0.0108,1165718,2.707,17.19,137.47,87.0,76.73,78.39,80.71,Low,Compliant,Bullish
2022-04-11,13,0.0106,1026369,2.937,16.97,138.05,89.25,80.91,79.03,83.06,Low,Compliant,Neutral
2022-04-11,14,0.0101,1131402,2.823,16.38,132.9,78.87,85.51,88.24,84.21,Medium,Compliant,Bullish
2022-04-11,15,0.0104,1149176,3.038,15.72,119.44,84.38,75.93,88.82,83.04,Low,Compliant,Bullish
2022-04-12,1,0.0113,1159739,2.943,16.35,129.92,77.05,74.46,73.89,75.13,Medium,Compliant,Bullish
2022-04-12,2,0.0104,1188624,2.881,17.83,136.44,88.6,90.74,75.21,84.85,Very High,Compliant,Bullish
2022-04-12,3,0.0104,1037807,3.124,17.71,116.39,83.04,80.73,84.97,82.91,High,Compliant,Neutral
2022-04-12,4,0.0112,1128084,2.817,18.07,128.12,78.65,92.71,86.65,86.0,Low,Compliant,Bullish
2022-04-12,5,0.0113,999450,2.728,15.97,125.59,94.1,79.19,83.83,85.71,Medium,Compliant,Neutral
2022-04-12,6,0.0115,1062722,2.954,16.24,120.88,89.64,87.86,72.5,83.33,Medium,Under Review,Bullish
2022-04-12,7,0.0116,1158452,2.965,15.02,125.16,94.96,92.21,74.47,87.21,Very High,Compliant,Bullish
2022-04-12,8,0.0114,1054575,2.86,18.1,140.71,85.87,79.94,89.65,85.15,Very High,Compliant,Bullish
2022-04-12,9,0.0116,1103157,2.89,16.06,134.05,88.95,78.11,72.75,79.94,Low,Compliant,Bullish
2022-04-12,10,0.0143,1084407,3.166,16.32,123.2,80.83,74.41,74.9,76.71,Very High,Compliant,Bullish
2022-04-12,11,0.0131,1115395,3.037,18.0,131.06,87.72,88.55,81.44,85.9,Low,Compliant,Bullish
2022-04-12,12,0.0133,1186448,2.678,16.74,121.87,87.0,76.76,78.41,80.72,Low,Compliant,Bullish
2022-04-12,13,0.0144,987776,2.738,16.87,131.24,89.25,80.94,79.05,83.08,Low,Compliant,Neutral
2022-04-12,14,0.0133,1100312,3.184,15.58,138.59,78.88,85.54,88.27,84.23,Low,Compliant,Bullish
2022-04-12,15,0.0157,1163181,3.042,16.66,129.89,84.38,75.95,88.84,83.06,High,Compliant,Bullish
2022-04-13,1,0.0155,1080576,3.154,18.06,134.44,77.05,74.48,73.91,75.15,Low,Compliant,Bullish
2022-04-13,2,0.0137,993344,2.8,16.87,127.27,88.6,90.77,75.23,84.87,High,Compliant,Neutral
2022-04-13,3,0.015,1098093,3.057,15.86,129.11,83.04,80.76,84.99,82.93,Very High,Compliant,Bullish
2022-04-13,4,0.0167,1048683,3.043,15.12,133.52,78.65,92.74,86.67,86.02,High,Compliant,Neutral
2022-04-13,5,0.0172,1010400,2.8,16.15,136.55,94.1,79.22,83.85,85.72,Low,Compliant,Neutral
2022-04-13,6,0.016,1161243,2.952,16.94,132.64,89.64,87.89,72.53,83.35,High,Compliant,Bullish
2022-04-13,7,0.0168,1090330,2.999,15.18,140.84,94.96,92.23,74.49,87.23,Medium,Compliant,Bullish
2022-04-13,8,0.0156,1179903,2.916,17.08,136.8,85.87,79.96,89.68,85.17,High,Compliant,Bullish
2022-04-13,9,0.0186,1152448,3.12,16.8,135.73,88.95,78.14,72.78,79.96,Low,Compliant,Bullish
2022-04-13,10,0.0163,1128073,3.126,17.67,137.49,80.83,74.43,74.92,76.73,Medium,Compliant,Bullish
2022-04-13,11,0.0191,978784,3.139,15.15,123.0,87.72,88.57,81.46,85.92,High,Under Review,Neutral
2022-04-13,12,0.0183,1070811,3.113,17.67,126.9,87.0,76.79,78.43,80.74,High,Compliant,Bullish
2022-04-13,13,0.0185,1020920,2.93,16.81,130.33,89.26,80.97,79.07,83.1,Very High,Compliant,Neutral
2022-04-13,14,0.0184,1176131,2.869,16.31,127.72,78.88,85.57,88.29,84.25,Low,Compliant,Bullish
2022-04-13,15,0.0176,1016262,3.136,18.31,137.65,84.39,75.98,88.87,83.08,Low,Under Review,Neutral
2022-04-14,1,0.0177,1040661,2.938,15.62,116.55,77.05,74.51,73.94,75.17,Medium,Compliant,Neutral
2022-04-14,2,0.0181,1091011,2.796,16.9,121.26,88.6,90.8,75.26,84.89,Low,Compliant,Bullish
2022-04-14,3,0.0183,1036051,2.952,16.17,138.59,83.04,80.78,85.01,82.94,Low,Compliant,Neutral
2022-04-14,4,0.0209,1024576,2.738,16.87,117.42,78.65,92.76,86.69,86.03,Low,Compliant,Neutral
2022-04-14,5,0.0194,1109424,3.065,16.96,121.77,94.1,79.24,83.88,85.74,High,Compliant,Bullish
2022-04-14,6,0.0185,998582,2.857,15.41,124.98,89.65,87.91,72.55,83.37,Very High,Compliant,Neutral
2022-04-14,7,0.0225,992044,2.814,17.33,135.3,94.97,92.26,74.52,87.25,Low,Compliant,Neutral
2022-04-14,8,0.0225,1060567,3.228,17.25,130.4,85.87,79.99,89.7,85.19,Low,Compliant,Bullish
2022-04-14,9,0.0229,1136587,3.124,17.71,140.59,88.95,78.17,72.8,79.97,Low,Compliant,Bullish
2022-04-14,10,0.0235,1100651,3.132,15.43,121.88,80.83,74.46,74.95,76.75,Medium,Compliant,Bullish
2022-04-14,11,0.0202,1072093,3.037,16.13,138.5,87.72,88.6,81.48,85.93,High,Compliant,Bullish
2022-04-14,12,0.0215,1103381,3.167,17.33,123.33,87.01,76.81,78.46,80.76,Low,Compliant,Bullish
2022-04-14,13,0.0233,1059919,3.122,15.61,122.38,89.26,80.99,79.1,83.12,Medium,Compliant,Bullish
2022-04-14,14,0.0233,1184429,3.028,17.43,128.92,78.88,85.59,88.31,84.26,Low,Compliant,Bullish
2022-04-14,15,0.0211,992580,3.246,15.35,117.92,84.39,76.01,88.89,83.1,Very High,Compliant,Neutral
2022-04-15,1,0.0244,1127534,2.79,16.29,126.01,77.05,74.53,73.96,75.18,High,Compliant,Bullish
2022-04-15,2,0.0219,1175207,3.24,18.02,125.29,88.6,90.82,75.28,84.9,Very High,Compliant,Bullish
2022-04-15,3,0.0221,1156337,2.919,17.78,120.26,83.04,80.8,85.03,82.96,Low,Compliant,Bullish
2022-04-15,4,0.0239,1021361,2.996,17.35,138.37,78.65,92.79,86.72,86.05,Medium,Compliant,Neutral
2022-04-15,5,0.0244,1045921,2.756,18.12,126.13,94.1,79.27,83.9,85.76,Low,Compliant,Neutral
2022-04-15,6,0.0245,1137940,3.007,17.58,141.53,89.64,87.94,72.57,83.38,Medium,Compliant,Bullish
2022-04-15,7,0.0224,1000076,3.051,16.94,139.43,94.96,92.28,74.54,87.26,Low,Compliant,Neutral
2022-04-15,8,0.0265,1158984,3.284,18.5,121.24,85.87,80.01,89.72,85.2,High,Under Review,Bullish
2022-04-15,9,0.0237,1138881,3.273,17.55,129.28,88.95,78.19,72.82,79.99,Medium,Under Review,Bullish
2022-04-15,10,0.0232,1141395,3.269,17.24,131.79,80.83,74.48,74.97,76.76,Medium,Compliant,Bullish
2022-04-15,11,0.0272,1004189,2.901,16.59,137.42,87.72,88.62,81.5,85.95,High,Compliant,Neutral
2022-04-15,12,0.0278,1139166,3.288,18.26,139.16,87.0,76.84,78.48,80.77,Medium,Compliant,Bullish
2022-04-15,13,0.0276,1131059,2.969,16.22,132.42,89.26,81.02,79.12,83.13,Low,Compliant,Bullish
2022-04-15,14,0.0275,1164237,3.208,15.25,117.22,78.88,85.62,88.33,84.28,Medium,Compliant,Bullish
2022-04-15,15,0.0269,992008,2.829,15.89,128.77,84.39,76.03,88.91,83.11,Very High,Compliant,Neutral
2022-04-18,1,0.0265,988125,3.004,15.6,139.22,77.05,74.56,73.98,75.2,Medium,Compliant,Neutral
2022-04-18,2,0.0243,1064731,3.282,16.32,134.82,88.6,90.84,75.3,84.91,Medium,Compliant,Bullish
2022-04-18,3,0.0262,1015899,3.272,18.04,138.88,83.04,80.83,85.06,82.98,Very High,Compliant,Neutral
2022-04-18,4,0.0261,1105581,3.116,17.45,133.83,78.65,92.81,86.74,86.07,Medium,Compliant,Bullish
2022-04-18,5,0.0257,1184223,3.186,15.82,117.55,94.1,79.29,83.92,85.77,Very High,Compliant,Bullish
2022-04-18,6,0.0284,1069436,2.814,17.93,141.47,89.64,87.96,72.59,83.4,Low,Compliant,Bullish
2022-04-18,7,0.0273,1168762,3.143,16.97,140.19,94.96,92.3,74.56,87.27,Medium,Compliant,Bullish
2022-04-18,8,0.0252,984206,3.083,17.0,119.73,85.87,80.03,89.74,85.21,Low,Compliant,Neutral
2022-04-18,9,0.0261,1021167,2.767,16.49,119.39,88.95,78.21,72.84,80.0,Medium,Compliant,Neutral
2022-04-18,10,0.0288,991117,2.781,18.2,130.44,80.83,74.51,74.99,76.78,Low,Compliant,Neutral
2022-04-18,11,0.0256,1056415,2.78,16.35,136.1,87.72,88.64,81.53,85.96,Low,Under Review,Bullish
2022-04-18,12,0.03,1183515,3.152,15.6,126.41,87.0,76.86,78.5,80.79,Low,Compliant,Bullish
2022-04-18,13,0.0282,1006143,2.802,16.31,120.07,89.25,81.04,79.14,83.14,Low,Under Review,Neutral
2022-04-18,14,0.0282,1117823,3.0,17.72,129.77,78.88,85.64,88.36,84.29,Low,Compliant,Bullish
2022-04-18,15,0.0289,1084081,2.934,17.52,125.31,84.38,76.05,88.93,83.12,High,Compliant,Bullish
2022-04-19,1,0.0304,1190885,3.053,15.93,125.69,77.04,74.58,74.0,75.21,Low,Compliant,Bullish
2022-04-19,2,0.0278,1012371,3.148,15.68,133.31,88.59,90.87,75.32,84.93,Medium,Compliant,Neutral
2022-04-19,3,0.0298,1032135,3.136,17.55,139.56,83.03,80.85,85.08,82.99,Low,Under Review,Neutral
2022-04-19,4,0.0292,992318,3.035,17.61,131.11,78.64,92.83,86.76,86.08,Low,Compliant,Neutral
2022-04-19,5,0.0276,1081080,3.005,16.55,134.47,94.09,79.31,83.94,85.78,High,Compliant,Bullish
2022-04-19,6,0.0312,1047039,2.966,18.18,133.77,89.63,87.98,72.62,83.41,High,Compliant,Neutral
2022-04-19,7,0.0308,1176973,3.248,18.64,130.97,94.96,92.33,74.58,87.29,High,Compliant,Bullish
2022-04-19,8,0.0301,1119073,2.927,16.02,124.75,85.86,80.06,89.77,85.23,Medium,Compliant,Bullish
2022-04-19,9,0.0312,1121253,2.885,17.29,126.5,88.94,78.24,72.87,80.02,Low,Compliant,Bullish
2022-04-19,10,0.0314,1103407,3.179,15.34,124.91,80.82,74.53,75.01,76.79,Low,Compliant,Bullish
2022-04-19,11,0.0305,1007067,2.948,17.76,140.54,87.71,88.67,81.55,85.98,Medium,Compliant,Neutral
2022-04-19,12,0.0313,1084692,3.244,16.74,138.2,87.0,76.88,78.52,80.8,High,Compliant,Bullish
2022-04-19,13,0.0305,1206507,2.93,15.99,131.8,89.25,81.06,79.16,83.16,Very High,Compliant,Bullish
2022-04-19,14,0.0305,1170649,3.158,17.9,140.46,78.87,85.66,88.38,84.3,Low,Compliant,Bullish
2022-04-19,15,0.0301,1183610,2.76,18.1,139.81,84.38,76.08,88.96,83.14,Low,Compliant,Bullish
2022-04-20,1,0.0309,1168380,2.968,15.72,140.9,77.03,74.6,74.03,75.22,Low,Compliant,Bullish
2022-04-20,2,0.0275,1010466,2.943,15.49,122.59,88.58,90.89,75.35,84.94,High,Compliant,Neutral
2022-04-20,3,0.0317,1037937,3.231,16.49,135.47,83.02,80.87,85.1,83.0,Low,Compliant,Neutral
2022-04-20,4,0.0317,988839,3.323,17.49,132.68,78.64,92.85,86.78,86.09,Medium,Compliant,Neutral
2022-04-20,5,0.0267,1054965,3.016,18.06,135.93,94.08,79.33,83.96,85.79,Very High,Compliant,Bullish
2022-04-20,6,0.0314,1012318,3.238,17.22,123.73,89.63,88.01,72.64,83.43,High,Compliant,Neutral
2022-04-20,7,0.0273,1092484,3.163,17.34,134.96,94.95,92.35,74.61,87.3,Low,Compliant,Bullish
2022-04-20,8,0.0284,1137552,3.326,18.09,127.57,85.85,80.08,89.79,85.24,Low,Compliant,Bullish
2022-04-20,9,0.0308,1181105,3.231,17.17,138.61,88.93,78.26,72.89,80.03,High,Compliant,Bullish
2022-04-20,10,0.0274,1153751,2.786,17.45,137.62,80.82,74.55,75.04,76.8,Medium,Compliant,Bullish
2022-04-20,11,0.0312,1195559,3.173,17.13,122.46,87.7,88.69,81.57,85.99,High,Compliant,Bullish
2022-04-20,12,0.0312,1001235,3.065,18.38,121.76,86.99,76.9,78.55,80.81,Low,Compliant,Neutral
2022-04-20,13,0.0292,992216,2.75,16.18,135.66,89.24,81.08,79.19,83.17,High,Compliant,Neutral
2022-04-20,14,0.0263,1135141,2.893,16.28,131.32,78.86,85.68,88.4,84.31,High,Compliant,Bullish
2022-04-20,15,0.0278,1053493,3.302,15.82,131.52,84.37,76.1,88.98,83.15,High,Compliant,Bullish
2022-04-21,1,0.0,950700,2.713,15.96,126.06,77.02,74.62,74.05,75.23,Low,Compliant,Neutral
2022-04-21,2,0.0003,966342,2.652,14.74,128.54,88.57,90.91,75.37,84.95,Low,Compliant,Neutral
2022-04-21,3,0.0006,954285,2.745,14.56,113.77,83.01,80.89,85.12,83.01,Low,Compliant,Neutral
2022-04-21,4,0.0008,1002801,2.66,16.46,121.39,78.62,92.87,86.8,86.1,Very High,Compliant,Neutral
2022-04-21,5,0.0012,988705,2.263,16.31,127.97,94.07,79.35,83.99,85.8,Low,Compliant,Neutral
2022-04-21,6,0.0014,1003342,2.404,16.45,129.05,89.62,88.03,72.66,83.44,Low,Compliant,Neutral
2022-04-21,7,0.0018,1035603,2.277,13.96,115.0,94.94,92.37,74.63,87.31,Low,Compliant,Neutral
2022-04-21,8,0.0018,978595,2.311,16.22,110.62,85.84,80.1,89.81,85.25,High,Compliant,Neutral
2022-04-21,9,0.0024,951561,2.375,14.53,113.73,88.92,78.28,72.91,80.04,High,Compliant,Neutral
2022-04-21,10,0.0026,934675,2.521,13.59,130.87,80.81,74.57,75.06,76.81,High,Compliant,Neutral
2022-04-21,11,0.0031,971552,2.696,14.73,119.28,87.69,88.71,81.59,86.0,Medium,Compliant,Neutral
2022-04-21,12,0.003,1050332,2.706,15.09,118.24,86.98,76.92,78.57,80.82,Very High,Compliant,Neutral
2022-04-21,13,0.0034,1053497,2.584,13.89,108.51,89.23,81.1,79.21,83.18,Low,Compliant,Bullish
2022-04-21,14,0.0039,1035677,2.743,15.19,109.44,78.85,85.7,88.42,84.32,High,Compliant,Neutral
2022-04-21,15,0.0036,949071,2.529,16.05,124.31,84.36,76.12,89.0,83.16,Medium,Compliant,Neutral
2022-04-22,1,0.0045,1020226,2.728,14.72,122.44,77.01,74.64,74.07,75.24,Medium,Compliant,Neutral
2022-04-22,2,0.0046,1016911,2.51,14.65,122.11,88.56,90.93,75.39,84.96,Low,Compliant,Neutral
2022-04-22,3,0.0043,999750,2.422,14.61,110.93,83.0,80.91,85.14,83.02,Low,Compliant,Neutral
2022-04-22,4,0.0048,1013103,2.748,16.38,116.77,78.61,92.89,86.82,86.11,Low,Compliant,Neutral
2022-04-22,5,0.0054,1001600,2.482,13.75,127.87,94.06,79.37,84.01,85.81,Low,Under Review,Neutral
2022-04-22,6,0.005,1016554,2.543,14.95,112.54,89.6,88.05,72.68,83.44,Medium,Compliant,Neutral
2022-04-22,7,0.0058,1046845,2.456,14.41,129.6,94.92,92.39,74.65,87.32,Low,Compliant,Neutral
2022-04-22,8,0.0058,925392,2.628,16.32,111.29,85.83,80.12,89.83,85.26,Low,Under Review,Neutral
2022-04-22,9,0.0064,1054053,2.799,13.91,112.45,88.91,78.3,72.93,80.05,High,Compliant,Bullish
2022-04-22,10,0.0059,930981,2.307,14.87,119.9,80.79,74.59,75.08,76.82,Very High,Compliant,Neutral
2022-04-22,11,0.0072,917228,2.755,14.86,131.18,87.68,88.73,81.61,86.01,Very High,Compliant,Neutral
2022-04-22,12,0.0076,1100083,2.299,16.33,116.37,86.96,76.94,78.59,80.83,Medium,Compliant,Bullish
2022-04-22,13,0.0078,1096435,2.485,14.29,124.31,89.22,81.12,79.23,83.19,High,Compliant,Bullish
2022-04-22,14,0.0078,916452,2.387,15.6,122.65,78.84,85.72,88.44,84.33,High,Compliant,Neutral
2022-04-22,15,0.007,993551,2.69,14.06,112.08,84.35,76.14,89.02,83.17,Medium,Compliant,Neutral
2022-04-25,1,0.0082,942055,2.33,16.55,114.48,77.0,74.66,74.09,75.25,Low,Compliant,Neutral
2022-04-25,2,0.0073,1002352,2.589,15.46,130.94,88.54,90.94,75.41,84.96,Low,Compliant,Neutral
2022-04-25,3,0.0075,1071866,2.458,15.56,112.98,82.99,80.93,85.17,83.03,Low,Compliant,Bullish
2022-04-25,4,0.0082,1096271,2.377,14.98,125.3,78.6,92.91,86.85,86.12,High,Compliant,Bullish
2022-04-25,5,0.0086,1032818,2.706,14.71,131.83,94.04,79.39,84.03,85.82,Medium,Compliant,Neutral
2022-04-25,6,0.0093,976589,2.423,14.32,111.46,89.59,88.06,72.7,83.45,Medium,Compliant,Neutral
2022-04-25,7,0.0094,1026946,2.428,15.52,118.22,94.91,92.41,74.67,87.33,Low,Compliant,Neutral
2022-04-25,8,0.0091,968487,2.456,16.59,114.01,85.81,80.14,89.85,85.27,Low,Compliant,Neutral
2022-04-25,9,0.009,1088993,2.618,14.78,113.97,88.89,78.31,72.95,80.05,High,Compliant,Bullish
2022-04-25,10,0.0105,1081240,2.657,16.38,111.51,80.78,74.61,75.1,76.83,Medium,Compliant,Bullish
2022-04-25,11,0.0096,1018563,2.328,14.15,124.34,87.67,88.75,81.64,86.02,Medium,Compliant,Neutral
2022-04-25,12,0.0098,971722,2.445,16.55,126.69,86.95,76.96,78.61,80.84,Low,Under Review,Neutral
2022-04-25,13,0.0094,965560,2.544,14.77,125.03,89.2,81.14,79.25,83.2,Medium,Compliant,Neutral
2022-04-25,14,0.0109,913348,2.494,14.87,131.04,78.82,85.74,88.47,84.34,Very High,Compliant,Neutral
2022-04-25,15,0.0108,1071160,2.78,15.13,112.24,84.33,76.16,89.04,83.18,Very High,Compliant,Bullish
2022-04-26,1,0.01,997692,2.732,15.91,116.46,76.98,74.68,74.11,75.26,Low,Compliant,Neutral
2022-04-26,2,0.0098,972615,2.65,15.92,117.08,88.53,90.96,75.43,84.97,Medium,Compliant,Neutral
2022-04-26,3,0.0112,1002210,2.502,15.19,114.37,82.97,80.95,85.19,83.04,Low,Compliant,Neutral
2022-04-26,4,0.0113,1072475,2.691,15.33,112.22,78.58,92.93,86.87,86.13,Medium,Compliant,Bullish
2022-04-26,5,0.0106,932670,2.767,13.83,120.56,94.03,79.41,84.05,85.83,Medium,Under Review,Neutral
2022-04-26,6,0.0122,1080689,2.639,14.67,128.99,89.57,88.08,72.72,83.46,Low,Compliant,Bullish
2022-04-26,7,0.0105,1088913,2.739,14.8,131.91,94.89,92.42,74.69,87.33,High,Compliant,Bullish
2022-04-26,8,0.0112,1099024,2.722,15.45,111.97,85.8,80.15,89.87,85.27,Medium,Compliant,Bullish
2022-04-26,9,0.0125,988371,2.631,15.46,128.77,88.88,78.33,72.97,80.06,Very High,Compliant,Neutral
2022-04-26,10,0.0114,952136,2.497,15.92,128.82,80.76,74.62,75.12,76.83,Low,Compliant,Neutral
2022-04-26,11,0.012,983892,2.724,15.95,118.3,87.65,88.76,81.66,86.02,Low,Compliant,Neutral
2022-04-26,12,0.0115,975835,2.445,14.48,111.57,86.93,76.98,78.63,80.85,Medium,Compliant,Neutral
2022-04-26,13,0.0113,944343,2.743,16.12,132.88,89.18,81.16,79.27,83.2,Medium,Compliant,Neutral
2022-04-26,14,0.0131,1031580,2.757,13.83,124.81,78.81,85.76,88.49,84.35,Medium,Compliant,Neutral
2022-04-26,15,0.0118,1005363,2.768,15.96,132.73,84.32,76.17,89.06,83.18,Very High,Compliant,Neutral
2022-04-27,1,0.013,1084146,2.587,14.09,120.68,76.96,74.69,74.13,75.26,Medium,Compliant,Bullish
2022-04-27,2,0.0114,915873,2.442,16.01,118.55,88.51,90.98,75.45,84.98,Medium,Compliant,Neutral
2022-04-27,3,0.0114,1039677,2.395,15.39,114.99,82.95,80.96,85.21,83.04,Very High,Under Review,Neutral
2022-04-27,4,0.011,1063925,2.731,15.12,132.84,78.56,92.94,86.89,86.13,Medium,Compliant,Bullish
2022-04-27,5,0.0126,1063405,2.806,15.9,115.17,94.01,79.43,84.07,85.84,Low,Compliant,Bullish
2022-04-27,6,0.0119,1089184,2.684,13.9,109.62,89.55,88.1,72.74,83.46,High,Compliant,Bullish
2022-04-27,7,0.0131,1057605,2.421,14.48,121.48,94.87,92.44,74.71,87.34,Medium,Compliant,Bullish
2022-04-27,8,0.0122,1097995,2.834,15.69,118.21,85.78,80.17,89.89,85.28,Low,Compliant,Bullish
2022-04-27,9,0.0134,977766,2.863,16.4,115.43,88.86,78.35,72.99,80.07,Low,Compliant,Neutral
2022-04-27,10,0.0115,1012444,2.574,14.97,124.49,80.74,74.64,75.14,76.84,Low,Compliant,Neutral
2022-04-27,11,0.0131,913619,2.659,14.6,117.95,87.63,88.78,81.68,86.03,Low,Compliant,Neutral
2022-04-27,12,0.0129,912331,2.754,15.4,118.89,86.91,77.0,78.65,80.85,Very High,Compliant,Neutral
2022-04-27,13,0.0129,959693,2.734,15.72,109.71,89.16,81.18,79.29,83.21,Low,Compliant,Neutral
2022-04-27,14,0.013,931643,2.855,15.1,123.46,78.79,85.77,88.51,84.36,Low,Compliant,Neutral
2022-04-27,15,0.0128,964085,2.41,16.51,112.14,84.3,76.19,89.08,83.19,Medium,Compliant,Neutral
2022-04-28,1,0.0124,947401,2.654,15.42,114.39,76.94,74.71,74.15,75.27,High,Compliant,Neutral
2022-04-28,2,0.0112,917470,2.713,13.93,126.62,88.49,90.99,75.47,84.98,High,Compliant,Neutral
2022-04-28,3,0.0109,1096100,2.817,14.51,116.83,82.93,80.98,85.23,83.05,Low,Compliant,Bullish
2022-04-28,4,0.013,913666,2.809,15.21,113.2,78.54,92.96,86.91,86.14,High,Compliant,Neutral
2022-04-28,5,0.0122,1061358,2.863,15.97,123.28,93.99,79.44,84.09,85.84,Medium,Compliant,Bullish
2022-04-28,6,0.0126,943153,2.62,14.5,114.49,89.53,88.11,72.76,83.47,Medium,Compliant,Neutral
2022-04-28,7,0.0117,1097433,2.787,16.83,115.87,94.85,92.45,74.73,87.34,High,Compliant,Bullish
2022-04-28,8,0.0108,1093677,2.577,14.81,124.39,85.76,80.18,89.91,85.28,Low,Compliant,Bullish
2022-04-28,9,0.0107,1045405,2.574,15.47,127.29,88.84,78.36,73.01,80.07,High,Compliant,Neutral
2022-04-28,10,0.012,1049300,2.486,13.89,127.3,80.72,74.66,75.16,76.85,Medium,Compliant,Neutral
2022-04-28,11,0.0113,914160,2.782,16.56,121.06,87.61,88.8,81.7,86.04,Very High,Compliant,Neutral
2022-04-28,12,0.0107,1113100,2.87,16.27,120.4,86.89,77.01,78.67,80.86,Low,Compliant,Bullish
2022-04-28,13,0.0112,1091562,2.488,14.44,128.52,89.14,81.19,79.31,83.21,Very High,Compliant,Bullish
2022-04-28,14,0.0102,1095252,2.384,16.71,114.08,78.76,85.79,88.53,84.36,Medium,Compliant,Bullish
2022-04-28,15,0.0112,1047547,2.781,14.82,113.11,84.27,76.2,89.1,83.19,Medium,Compliant,Neutral
2022-04-29,1,0.0104,983864,2.679,15.98,125.58,76.91,74.72,74.17,75.27,Medium,Compliant,Neutral
2022-04-29,2,0.0114,1095510,2.857,16.37,119.39,88.46,91.01,75.49,84.99,Very High,Under Review,Bullish
2022-04-29,3,0.0102,973374,2.486,16.13,126.72,82.9,80.99,85.25,83.05,Medium,Compliant,Neutral
2022-04-29,4,0.0104,1028639,2.392,16.68,115.71,78.51,92.97,86.93,86.14,Medium,Under Review,Neutral
2022-04-29,5,0.0094,934728,2.612,16.51,117.38,93.96,79.46,84.11,85.84,High,Compliant,Neutral
2022-04-29,6,0.0094,1102001,2.399,16.92,131.31,89.51,88.13,72.78,83.47,Low,Compliant,Bullish
2022-04-29,7,0.0099,943385,2.491,14.42,119.77,94.83,92.47,74.75,87.35,Low,Compliant,Neutral
2022-04-29,8,0.0099,960648,2.42,14.8,123.9,85.73,80.2,89.93,85.29,High,Compliant,Neutral
2022-04-29,9,0.01,1028573,2.472,15.82,112.13,88.81,78.38,73.03,80.07,Low,Compliant,Neutral
2022-04-29,10,0.0092,1070635,2.41,16.12,113.9,80.7,74.67,75.18,76.85,High,Compliant,Bullish
2022-04-29,11,0.0098,1041372,2.853,15.51,110.44,87.58,88.81,81.72,86.04,Medium,Compliant,Neutral
2022-04-29,12,0.01,962766,2.5,14.09,119.91,86.87,77.03,78.69,80.86,Medium,Compliant,Neutral
2022-04-29,13,0.0096,915884,2.586,16.46,133.68,89.12,81.21,79.33,83.22,Low,Compliant,Neutral
2022-04-29,14,0.0081,1069942,2.824,16.83,130.89,78.74,85.8,88.55,84.36,High,Compliant,Bullish
2022-04-29,15,0.0087,1116544,2.708,15.12,125.04,84.25,76.22,89.12,83.2,High,Compliant,Bullish
2022-05-02,1,0.0079,1081043,2.676,14.56,130.62,76.89,74.74,74.19,75.27,Medium,Compliant,Bullish
2022-05-02,2,0.008,1010016,2.722,13.93,124.13,88.44,91.02,75.51,84.99,Low,Compliant,Neutral
2022-05-02,3,0.009,1100521,2.786,14.6,118.65,82.88,81.01,85.27,83.05,Low,Compliant,Bullish
2022-05-02,4,0.0075,1000098,2.811,16.03,113.91,78.49,92.99,86.95,86.14,High,Compliant,Neutral
2022-05-02,5,0.0078,1023712,2.688,16.68,125.61,93.94,79.47,84.13,85.85,Medium,Compliant,Neutral
2022-05-02,6,0.0078,1014143,2.817,14.16,114.42,89.48,88.14,72.8,83.47,Low,Compliant,Neutral
2022-05-02,7,0.0077,1008300,2.632,15.58,119.9,94.8,92.48,74.77,87.35,High,Compliant,Neutral
2022-05-02,8,0.0073,1075237,2.496,16.02,129.88,85.71,80.21,89.95,85.29,High,Compliant,Bullish
2022-05-02,9,0.0064,1024773,2.811,14.73,112.9,88.78,78.39,73.05,80.07,Low,Compliant,Neutral
2022-05-02,10,0.0066,982116,2.634,15.63,112.91,80.67,74.68,75.2,76.85,High,Compliant,Neutral
2022-05-02,11,0.0067,970338,2.824,16.08,115.26,87.56,88.82,81.74,86.04,High,Compliant,Neutral
